Country_Name,Country_Code,Region,Year,Fertility_Rate,GDP_Per_Capita
Faroe Islands,FRO,Europe and Central Asia,2003,2.5,"31,098.09"
Faroe Islands,FRO,Europe and Central Asia,2004,2.6,"35,008.17"
Faroe Islands,FRO,Europe and Central Asia,2005,2.6,"35,808.83"
Faroe Islands,FRO,Europe and Central Asia,2006,2.5,"40,617.30"
Faroe Islands,FRO,Europe and Central Asia,2007,2.6,"46,878.12"
Faroe Islands,FRO,Europe and Central Asia,2008,2.6,"49,625.48"
Faroe Islands,FRO,Europe and Central Asia,2009,2.4,"46,429.92"
Faroe Islands,FRO,Europe and Central Asia,2010,2.5,"47,381.52"
Faroe Islands,FRO,Europe and Central Asia,2011,2.3,"50,910.43"
Faroe Islands,FRO,Europe and Central Asia,2012,2.6,"48,695.17"
Faroe Islands,FRO,Europe and Central Asia,2013,2.5,"54,117.84"
Fiji,FJI,East Asia and Pacific,1960,6.461,285.54
Fiji,FJI,East Asia and Pacific,1961,6.281,287.33
Fiji,FJI,East Asia and Pacific,1962,6.085,291.54
Fiji,FJI,East Asia and Pacific,1963,5.881,296.77
Fiji,FJI,East Asia and Pacific,1964,5.676,310.87
Fiji,FJI,East Asia and Pacific,1965,5.475,317.07
Fiji,FJI,East Asia and Pacific,1966,5.278,316.18
Fiji,FJI,East Asia and Pacific,1967,5.083,333.31
Fiji,FJI,East Asia and Pacific,1968,4.892,334.65
Fiji,FJI,East Asia and Pacific,1969,4.71,357.46
Fiji,FJI,East Asia and Pacific,1970,4.543,422.41
Fiji,FJI,East Asia and Pacific,1971,4.397,466.04
Fiji,FJI,East Asia and Pacific,1972,4.275,583.35
Fiji,FJI,East Asia and Pacific,1973,4.178,768.74
Fiji,FJI,East Asia and Pacific,1974,4.106,987.98
Fiji,FJI,East Asia and Pacific,1975,4.054,"1,186.75"
Fiji,FJI,East Asia and Pacific,1976,4.018,"1,182.17"
Fiji,FJI,East Asia and Pacific,1977,3.992,"1,202.71"
Fiji,FJI,East Asia and Pacific,1978,3.968,"1,360.86"
Fiji,FJI,East Asia and Pacific,1979,3.941,"1,640.67"
Fiji,FJI,East Asia and Pacific,1980,3.907,"1,893.04"
Fiji,FJI,East Asia and Pacific,1981,3.864,"1,898.59"
Fiji,FJI,East Asia and Pacific,1982,3.813,"1,786.92"
Fiji,FJI,East Asia and Pacific,1983,3.755,"1,638.64"
Fiji,FJI,East Asia and Pacific,1984,3.693,"1,681.97"
Fiji,FJI,East Asia and Pacific,1985,3.629,"1,603.58"
Fiji,FJI,East Asia and Pacific,1986,3.568,"1,795.61"
Fiji,FJI,East Asia and Pacific,1987,3.512,"1,632.07"
Fiji,FJI,East Asia and Pacific,1988,3.465,"1,535.41"
Fiji,FJI,East Asia and Pacific,1989,3.427,"1,632.14"
Fiji,FJI,East Asia and Pacific,1990,3.398,"1,834.99"
Fiji,FJI,East Asia and Pacific,1991,3.374,"1,881.58"
Fiji,FJI,East Asia and Pacific,1992,3.352,"2,057.40"
Fiji,FJI,East Asia and Pacific,1993,3.33,"2,166.06"
Fiji,FJI,East Asia and Pacific,1994,3.305,"2,383.92"
Fiji,FJI,East Asia and Pacific,1995,3.276,"2,540.75"
Fiji,FJI,East Asia and Pacific,1996,3.244,"2,714.24"
Fiji,FJI,East Asia and Pacific,1997,3.209,"2,641.07"
Fiji,FJI,East Asia and Pacific,1998,3.171,"2,070.17"
Fiji,FJI,East Asia and Pacific,1999,3.132,"2,408.17"
Fiji,FJI,East Asia and Pacific,2000,3.09,"2,076.01"
Fiji,FJI,East Asia and Pacific,2001,3.046,"2,038.90"
Fiji,FJI,East Asia and Pacific,2002,3.001,"2,259.06"
Fiji,FJI,East Asia and Pacific,2003,2.954,"2,835.98"
Fiji,FJI,East Asia and Pacific,2004,2.907,"3,332.91"
Fiji,FJI,East Asia and Pacific,2005,2.86,"3,658.62"
Fiji,FJI,East Asia and Pacific,2006,2.816,"3,750.03"
Fiji,FJI,East Asia and Pacific,2007,2.774,"4,079.23"
Fiji,FJI,East Asia and Pacific,2008,2.736,"4,178.32"
Fiji,FJI,East Asia and Pacific,2009,2.701,"3,369.86"
Fiji,FJI,East Asia and Pacific,2010,2.669,"3,651.96"
Fiji,FJI,East Asia and Pacific,2011,2.641,"4,351.91"
Fiji,FJI,East Asia and Pacific,2012,2.615,"4,543.82"
Fiji,FJI,East Asia and Pacific,2013,2.589,"4,758.89"
Fiji,FJI,East Asia and Pacific,2014,2.564,"5,042.37"
Fiji,FJI,East Asia and Pacific,2015,2.54,"4,960.52"
Finland,FIN,Europe and Central Asia,1960,2.72,"1,179.35"
Finland,FIN,Europe and Central Asia,1961,2.72,"1,327.43"
Finland,FIN,Europe and Central Asia,1962,2.68,"1,411.70"
Finland,FIN,Europe and Central Asia,1963,2.68,"1,522.32"
Finland,FIN,Europe and Central Asia,1964,2.59,"1,707.50"
Finland,FIN,Europe and Central Asia,1965,2.48,"1,882.09"
Finland,FIN,Europe and Central Asia,1966,2.41,"2,010.21"
Finland,FIN,Europe and Central Asia,1967,2.32,"2,034.19"
Finland,FIN,Europe and Central Asia,1968,2.14,"1,907.08"
Finland,FIN,Europe and Central Asia,1969,1.93,"2,178.04"
Finland,FIN,Europe and Central Asia,1970,1.83,"2,467.48"
Finland,FIN,Europe and Central Asia,1971,1.68,"2,718.21"
Finland,FIN,Europe and Central Asia,1972,1.58,"3,180.01"
Finland,FIN,Europe and Central Asia,1973,1.49,"4,176.27"
Finland,FIN,Europe and Central Asia,1974,1.61,"5,301.54"
Finland,FIN,Europe and Central Asia,1975,1.68,"6,260.19"
Finland,FIN,Europe and Central Asia,1976,1.7,"6,744.70"
Finland,FIN,Europe and Central Asia,1977,1.68,"7,074.36"
Finland,FIN,Europe and Central Asia,1978,1.64,"7,634.48"
Finland,FIN,Europe and Central Asia,1979,1.64,"9,339.18"
Finland,FIN,Europe and Central Asia,1980,1.63,"11,232.27"
Finland,FIN,Europe and Central Asia,1981,1.64,"10,934.57"
Finland,FIN,Europe and Central Asia,1982,1.71,"10,945.28"
Finland,FIN,Europe and Central Asia,1983,1.74,"10,505.83"
Finland,FIN,Europe and Central Asia,1984,1.69,"10,841.57"
Finland,FIN,Europe and Central Asia,1985,1.64,"11,405.93"
Finland,FIN,Europe and Central Asia,1986,1.6,"14,962.26"
Finland,FIN,Europe and Central Asia,1987,1.59,"18,580.66"
Finland,FIN,Europe and Central Asia,1988,1.69,"22,056.70"
Finland,FIN,Europe and Central Asia,1989,1.71,"23,983.85"
Finland,FIN,Europe and Central Asia,1990,1.78,"28,380.55"
Finland,FIN,Europe and Central Asia,1991,1.79,"25,503.22"
Finland,FIN,Europe and Central Asia,1992,1.85,"22,337.49"
Finland,FIN,Europe and Central Asia,1993,1.81,"17,617.03"
Finland,FIN,Europe and Central Asia,1994,1.85,"20,305.58"
Finland,FIN,Europe and Central Asia,1995,1.81,"26,273.47"
Finland,FIN,Europe and Central Asia,1996,1.76,"25,777.64"
Finland,FIN,Europe and Central Asia,1997,1.75,"24,676.50"
Finland,FIN,Europe and Central Asia,1998,1.7,"25,989.41"
Finland,FIN,Europe and Central Asia,1999,1.73,"26,178.79"
Finland,FIN,Europe and Central Asia,2000,1.73,"24,253.25"
Finland,FIN,Europe and Central Asia,2001,1.73,"24,913.24"
Finland,FIN,Europe and Central Asia,2002,1.72,"26,834.03"
Finland,FIN,Europe and Central Asia,2003,1.76,"32,816.16"
Finland,FIN,Europe and Central Asia,2004,1.8,"37,636.11"
Finland,FIN,Europe and Central Asia,2005,1.8,"38,969.17"
Finland,FIN,Europe and Central Asia,2006,1.84,"41,120.68"
Finland,FIN,Europe and Central Asia,2007,1.83,"48,288.55"
Finland,FIN,Europe and Central Asia,2008,1.85,"53,401.31"
Finland,FIN,Europe and Central Asia,2009,1.86,"47,107.16"
Finland,FIN,Europe and Central Asia,2010,1.87,"46,205.17"
Finland,FIN,Europe and Central Asia,2011,1.83,"50,787.56"
Finland,FIN,Europe and Central Asia,2012,1.8,"47,415.56"
Finland,FIN,Europe and Central Asia,2013,1.75,"49,638.08"
Finland,FIN,Europe and Central Asia,2014,1.71,"49,914.62"
Finland,FIN,Europe and Central Asia,2015,1.71,"42,403.47"
France,FRA,Europe and Central Asia,1960,2.85,"1,338.30"
France,FRA,Europe and Central Asia,1961,2.87,"1,440.55"
France,FRA,Europe and Central Asia,1962,2.89,"1,585.92"
France,FRA,Europe and Central Asia,1963,2.89,"1,752.96"
France,FRA,Europe and Central Asia,1964,2.87,"1,919.27"
France,FRA,Europe and Central Asia,1965,2.84,"2,042.24"
France,FRA,Europe and Central Asia,1966,2.8,"2,189.67"
France,FRA,Europe and Central Asia,1967,2.75,"2,346.36"
France,FRA,Europe and Central Asia,1968,2.69,"2,532.31"
France,FRA,Europe and Central Asia,1969,2.62,"2,725.22"
France,FRA,Europe and Central Asia,1970,2.55,"2,862.47"
France,FRA,Europe and Central Asia,1971,2.47,"3,173.84"
France,FRA,Europe and Central Asia,1972,2.38,"3,857.37"
France,FRA,Europe and Central Asia,1973,2.28,"4,965.85"
France,FRA,Europe and Central Asia,1974,2.18,"5,317.62"
France,FRA,Europe and Central Asia,1975,2.09,"6,672.51"
France,FRA,Europe and Central Asia,1976,2.01,"6,846.35"
France,FRA,Europe and Central Asia,1977,1.94,"7,513.34"
France,FRA,Europe and Central Asia,1978,1.89,"9,248.44"
France,FRA,Europe and Central Asia,1979,1.87,"11,170.46"
France,FRA,Europe and Central Asia,1980,1.85,"12,712.60"
France,FRA,Europe and Central Asia,1981,1.85,"11,110.56"
France,FRA,Europe and Central Asia,1982,1.86,"10,505.74"
France,FRA,Europe and Central Asia,1983,1.86,"10,005.15"
France,FRA,Europe and Central Asia,1984,1.86,"9,432.29"
France,FRA,Europe and Central Asia,1985,1.86,"9,775.34"
France,FRA,Europe and Central Asia,1986,1.85,"13,557.15"
France,FRA,Europe and Central Asia,1987,1.83,"16,324.39"
France,FRA,Europe and Central Asia,1988,1.81,"17,696.51"
France,FRA,Europe and Central Asia,1989,1.79,"17,704.96"
France,FRA,Europe and Central Asia,1990,1.77,"21,795.24"
France,FRA,Europe and Central Asia,1991,1.75,"21,782.42"
France,FRA,Europe and Central Asia,1992,1.74,"23,937.06"
France,FRA,Europe and Central Asia,1993,1.73,"22,503.26"
France,FRA,Europe and Central Asia,1994,1.73,"23,625.53"
France,FRA,Europe and Central Asia,1995,1.74,"27,037.97"
France,FRA,Europe and Central Asia,1996,1.75,"27,015.26"
France,FRA,Europe and Central Asia,1997,1.77,"24,359.43"
France,FRA,Europe and Central Asia,1998,1.78,"25,101.37"
France,FRA,Europe and Central Asia,1999,1.81,"24,799.30"
France,FRA,Europe and Central Asia,2000,1.89,"22,465.64"
France,FRA,Europe and Central Asia,2001,1.9,"22,527.32"
France,FRA,Europe and Central Asia,2002,1.88,"24,275.24"
France,FRA,Europe and Central Asia,2003,1.89,"29,691.18"
France,FRA,Europe and Central Asia,2004,1.92,"33,874.74"
France,FRA,Europe and Central Asia,2005,1.94,"34,879.73"
France,FRA,Europe and Central Asia,2006,2,"36,544.51"
France,FRA,Europe and Central Asia,2007,1.98,"41,600.58"
France,FRA,Europe and Central Asia,2008,2.01,"45,413.07"
France,FRA,Europe and Central Asia,2009,2,"41,631.13"
France,FRA,Europe and Central Asia,2010,2.03,"40,705.77"
France,FRA,Europe and Central Asia,2011,2.01,"43,807.48"
France,FRA,Europe and Central Asia,2012,2.01,"40,838.02"
France,FRA,Europe and Central Asia,2013,1.99,"42,571.20"
France,FRA,Europe and Central Asia,2014,2.01,"42,843.01"
France,FRA,Europe and Central Asia,2015,2.01,"36,352.48"
French Polynesia,PYF,East Asia and Pacific,1965,5.314,"1,889.28"
French Polynesia,PYF,East Asia and Pacific,1966,5.267,"2,229.50"
French Polynesia,PYF,East Asia and Pacific,1967,5.222,"2,209.16"
French Polynesia,PYF,East Asia and Pacific,1968,5.174,"2,510.91"
French Polynesia,PYF,East Asia and Pacific,1969,5.12,"2,273.52"
French Polynesia,PYF,East Asia and Pacific,1970,5.057,"2,299.05"
French Polynesia,PYF,East Asia and Pacific,1971,4.98,"2,594.79"
French Polynesia,PYF,East Asia and Pacific,1972,4.889,"2,754.87"
French Polynesia,PYF,East Asia and Pacific,1973,4.785,"3,524.61"
French Polynesia,PYF,East Asia and Pacific,1974,4.67,"4,390.61"
French Polynesia,PYF,East Asia and Pacific,1975,4.548,"5,284.99"
French Polynesia,PYF,East Asia and Pacific,1976,4.423,"5,434.69"
French Polynesia,PYF,East Asia and Pacific,1977,4.301,"5,711.89"
French Polynesia,PYF,East Asia and Pacific,1978,4.185,"7,030.36"
French Polynesia,PYF,East Asia and Pacific,1979,4.08,"8,248.74"
French Polynesia,PYF,East Asia and Pacific,1980,3.989,"8,979.13"
French Polynesia,PYF,East Asia and Pacific,1981,3.916,"8,192.35"
French Polynesia,PYF,East Asia and Pacific,1982,3.858,"7,996.26"
French Polynesia,PYF,East Asia and Pacific,1983,3.812,"8,066.46"
French Polynesia,PYF,East Asia and Pacific,1984,3.774,"8,092.82"
French Polynesia,PYF,East Asia and Pacific,1985,3.738,"8,602.52"
French Polynesia,PYF,East Asia and Pacific,1986,3.697,"12,781.29"
French Polynesia,PYF,East Asia and Pacific,1987,3.645,"13,750.14"
French Polynesia,PYF,East Asia and Pacific,1988,3.579,"14,163.83"
French Polynesia,PYF,East Asia and Pacific,1989,3.497,"13,572.59"
French Polynesia,PYF,East Asia and Pacific,1990,3.4,"16,036.73"
French Polynesia,PYF,East Asia and Pacific,1991,3.291,"16,173.49"
French Polynesia,PYF,East Asia and Pacific,1992,3.175,"17,334.40"
French Polynesia,PYF,East Asia and Pacific,1993,3.059,"17,732.75"
French Polynesia,PYF,East Asia and Pacific,1994,2.946,"16,647.16"
French Polynesia,PYF,East Asia and Pacific,1995,2.841,"18,505.46"
French Polynesia,PYF,East Asia and Pacific,1996,2.745,"18,034.75"
French Polynesia,PYF,East Asia and Pacific,1997,2.66,"15,943.32"
French Polynesia,PYF,East Asia and Pacific,1998,2.585,"16,530.17"
French Polynesia,PYF,East Asia and Pacific,1999,2.52,"16,299.28"
French Polynesia,PYF,East Asia and Pacific,2000,2.463,"14,530.23"
Gabon,GAB,Sub-Saharan Africa,1960,4.384,283.4
Gabon,GAB,Sub-Saharan Africa,1961,4.462,332.5
Gabon,GAB,Sub-Saharan Africa,1962,4.541,358.56
Gabon,GAB,Sub-Saharan Africa,1963,4.619,299.22
Gabon,GAB,Sub-Saharan Africa,1964,4.694,411.77
Gabon,GAB,Sub-Saharan Africa,1965,4.766,425.29
Gabon,GAB,Sub-Saharan Africa,1966,4.834,453.13
Gabon,GAB,Sub-Saharan Africa,1967,4.899,490.3
Gabon,GAB,Sub-Saharan Africa,1968,4.961,520.37
Gabon,GAB,Sub-Saharan Africa,1969,5.021,550.28
Gabon,GAB,Sub-Saharan Africa,1970,5.081,548.71
Gabon,GAB,Sub-Saharan Africa,1971,5.143,634.31
Gabon,GAB,Sub-Saharan Africa,1972,5.208,702.15
Gabon,GAB,Sub-Saharan Africa,1973,5.275,"1,157.14"
Gabon,GAB,Sub-Saharan Africa,1974,5.343,"2,425.34"
Gabon,GAB,Sub-Saharan Africa,1975,5.412,"3,320.81"
Gabon,GAB,Sub-Saharan Africa,1976,5.48,"4,533.79"
Gabon,GAB,Sub-Saharan Africa,1977,5.543,"4,138.78"
Gabon,GAB,Sub-Saharan Africa,1978,5.6,"3,439.42"
Gabon,GAB,Sub-Saharan Africa,1979,5.648,"4,258.70"
Gabon,GAB,Sub-Saharan Africa,1980,5.684,"5,869.23"
Gabon,GAB,Sub-Saharan Africa,1981,5.709,"5,166.27"
Gabon,GAB,Sub-Saharan Africa,1982,5.722,"4,717.91"
Gabon,GAB,Sub-Saharan Africa,1983,5.723,"4,309.02"
Gabon,GAB,Sub-Saharan Africa,1984,5.712,"4,407.26"
Gabon,GAB,Sub-Saharan Africa,1985,5.689,"4,023.55"
Gabon,GAB,Sub-Saharan Africa,1986,5.654,"3,990.01"
Gabon,GAB,Sub-Saharan Africa,1987,5.609,"3,742.60"
Gabon,GAB,Sub-Saharan Africa,1988,5.554,"4,253.60"
Gabon,GAB,Sub-Saharan Africa,1989,5.491,"4,517.80"
Gabon,GAB,Sub-Saharan Africa,1990,5.421,"6,250.64"
Gabon,GAB,Sub-Saharan Africa,1991,5.345,"5,523.03"
Gabon,GAB,Sub-Saharan Africa,1992,5.263,"5,566.79"
Gabon,GAB,Sub-Saharan Africa,1993,5.176,"4,245.51"
Gabon,GAB,Sub-Saharan Africa,1994,5.087,"3,958.74"
Gabon,GAB,Sub-Saharan Africa,1995,4.996,"4,564.27"
Gabon,GAB,Sub-Saharan Africa,1996,4.903,"5,107.32"
Gabon,GAB,Sub-Saharan Africa,1997,4.809,"4,656.97"
Gabon,GAB,Sub-Saharan Africa,1998,4.716,"3,821.81"
Gabon,GAB,Sub-Saharan Africa,1999,4.625,"3,878.03"
Gabon,GAB,Sub-Saharan Africa,2000,4.539,"4,115.04"
Gabon,GAB,Sub-Saharan Africa,2001,4.46,"3,981.86"
Gabon,GAB,Sub-Saharan Africa,2002,4.389,"4,119.15"
Gabon,GAB,Sub-Saharan Africa,2003,4.327,"4,929.32"
Gabon,GAB,Sub-Saharan Africa,2004,4.274,"5,755.96"
Gabon,GAB,Sub-Saharan Africa,2005,4.23,"6,865.32"
Gabon,GAB,Sub-Saharan Africa,2006,4.194,"7,206.97"
Gabon,GAB,Sub-Saharan Africa,2007,4.164,"8,632.76"
Gabon,GAB,Sub-Saharan Africa,2008,4.138,"10,523.27"
Gabon,GAB,Sub-Saharan Africa,2009,4.112,"8,003.79"
Gabon,GAB,Sub-Saharan Africa,2010,4.083,"9,312.05"
Gabon,GAB,Sub-Saharan Africa,2011,4.05,"11,530.15"
Gabon,GAB,Sub-Saharan Africa,2012,4.01,"10,642.43"
Gabon,GAB,Sub-Saharan Africa,2013,3.963,"10,658.77"
Gabon,GAB,Sub-Saharan Africa,2014,3.909,"10,772.06"
Gabon,GAB,Sub-Saharan Africa,2015,3.849,"8,266.45"
"Gambia, The",GMB,Sub-Saharan Africa,1966,5.884,108.32
"Gambia, The",GMB,Sub-Saharan Africa,1967,5.938,112.16
"Gambia, The",GMB,Sub-Saharan Africa,1968,5.991,96.73
"Gambia, The",GMB,Sub-Saharan Africa,1969,6.043,103.65
"Gambia, The",GMB,Sub-Saharan Africa,1970,6.093,116.92
"Gambia, The",GMB,Sub-Saharan Africa,1971,6.141,121.1
"Gambia, The",GMB,Sub-Saharan Africa,1972,6.185,124.67
"Gambia, The",GMB,Sub-Saharan Africa,1973,6.226,153.49
"Gambia, The",GMB,Sub-Saharan Africa,1974,6.262,189.51
"Gambia, The",GMB,Sub-Saharan Africa,1975,6.293,221.05
"Gambia, The",GMB,Sub-Saharan Africa,1976,6.316,209.15
"Gambia, The",GMB,Sub-Saharan Africa,1977,6.333,250.25
"Gambia, The",GMB,Sub-Saharan Africa,1978,6.342,302.62
"Gambia, The",GMB,Sub-Saharan Africa,1979,6.343,353.95
"Gambia, The",GMB,Sub-Saharan Africa,1980,6.337,398.9
"Gambia, The",GMB,Sub-Saharan Africa,1981,6.323,349.79
"Gambia, The",GMB,Sub-Saharan Africa,1982,6.303,333.31
"Gambia, The",GMB,Sub-Saharan Africa,1983,6.277,317.05
"Gambia, The",GMB,Sub-Saharan Africa,1984,6.248,252.94
"Gambia, The",GMB,Sub-Saharan Africa,1985,6.219,308.33
"Gambia, The",GMB,Sub-Saharan Africa,1986,6.19,242.17
"Gambia, The",GMB,Sub-Saharan Africa,1987,6.164,274.37
"Gambia, The",GMB,Sub-Saharan Africa,1988,6.141,316.32
"Gambia, The",GMB,Sub-Saharan Africa,1989,6.123,322.44
"Gambia, The",GMB,Sub-Saharan Africa,1990,6.107,345.85
"Gambia, The",GMB,Sub-Saharan Africa,1991,6.095,727.04
"Gambia, The",GMB,Sub-Saharan Africa,1992,6.083,729.05
"Gambia, The",GMB,Sub-Saharan Africa,1993,6.07,748.83
"Gambia, The",GMB,Sub-Saharan Africa,1994,6.056,720.12
"Gambia, The",GMB,Sub-Saharan Africa,1995,6.039,737.51
"Gambia, The",GMB,Sub-Saharan Africa,1996,6.018,774.05
"Gambia, The",GMB,Sub-Saharan Africa,1997,5.995,713.21
"Gambia, The",GMB,Sub-Saharan Africa,1998,5.97,725.01
"Gambia, The",GMB,Sub-Saharan Africa,1999,5.944,682.97
"Gambia, The",GMB,Sub-Saharan Africa,2000,5.917,637.11
"Gambia, The",GMB,Sub-Saharan Africa,2001,5.891,542.5
"Gambia, The",GMB,Sub-Saharan Africa,2002,5.867,442.19
"Gambia, The",GMB,Sub-Saharan Africa,2003,5.845,360.68
"Gambia, The",GMB,Sub-Saharan Africa,2004,5.827,414.98
"Gambia, The",GMB,Sub-Saharan Africa,2005,5.812,433.29
"Gambia, The",GMB,Sub-Saharan Africa,2006,5.803,440.31
"Gambia, The",GMB,Sub-Saharan Africa,2007,5.799,519.95
"Gambia, The",GMB,Sub-Saharan Africa,2008,5.798,608.65
"Gambia, The",GMB,Sub-Saharan Africa,2009,5.798,549.54
"Gambia, The",GMB,Sub-Saharan Africa,2010,5.796,562.57
"Gambia, The",GMB,Sub-Saharan Africa,2011,5.789,516.98
"Gambia, The",GMB,Sub-Saharan Africa,2012,5.775,504.99
"Gambia, The",GMB,Sub-Saharan Africa,2013,5.751,484.11
"Gambia, The",GMB,Sub-Saharan Africa,2014,5.717,440.37
"Gambia, The",GMB,Sub-Saharan Africa,2015,5.674,471.54
Georgia,GEO,Europe and Central Asia,1990,2.18,"1,614.64"
Georgia,GEO,Europe and Central Asia,1991,2.132,"1,314.67"
Georgia,GEO,Europe and Central Asia,1992,2.076,757.22
Georgia,GEO,Europe and Central Asia,1993,2.013,550.02
Georgia,GEO,Europe and Central Asia,1994,1.946,517.09
Georgia,GEO,Europe and Central Asia,1995,1.879,569.02
Georgia,GEO,Europe and Central Asia,1996,1.812,670.46
Georgia,GEO,Europe and Central Asia,1997,1.749,774.68
Georgia,GEO,Europe and Central Asia,1998,1.692,805.27
Georgia,GEO,Europe and Central Asia,1999,1.643,628.87
Georgia,GEO,Europe and Central Asia,2000,1.609,692
Georgia,GEO,Europe and Central Asia,2001,1.592,733.97
Georgia,GEO,Europe and Central Asia,2002,1.593,779.38
Georgia,GEO,Europe and Central Asia,2003,1.609,928.01
Georgia,GEO,Europe and Central Asia,2004,1.639,"1,207.37"
Georgia,GEO,Europe and Central Asia,2005,1.678,"1,530.06"
Georgia,GEO,Europe and Central Asia,2006,1.719,"1,872.68"
Georgia,GEO,Europe and Central Asia,2007,1.758,"2,492.13"
Georgia,GEO,Europe and Central Asia,2008,1.788,"3,174.95"
Georgia,GEO,Europe and Central Asia,2009,1.809,"2,706.59"
Georgia,GEO,Europe and Central Asia,2010,1.82,"2,964.48"
Georgia,GEO,Europe and Central Asia,2011,1.822,"3,725.06"
Georgia,GEO,Europe and Central Asia,2012,1.82,"4,142.87"
Georgia,GEO,Europe and Central Asia,2013,1.817,"4,274.38"
Georgia,GEO,Europe and Central Asia,2014,1.816,"4,429.65"
Georgia,GEO,Europe and Central Asia,2015,1.815,"3,757.06"
Germany,DEU,Europe and Central Asia,1970,2.03,"2,750.72"
Germany,DEU,Europe and Central Asia,1971,1.92,"3,180.06"
Germany,DEU,Europe and Central Asia,1972,1.71,"3,795.57"
Germany,DEU,Europe and Central Asia,1973,1.54,"5,027.66"
Germany,DEU,Europe and Central Asia,1974,1.51,"5,617.74"
Germany,DEU,Europe and Central Asia,1975,1.45,"6,212.76"
Germany,DEU,Europe and Central Asia,1976,1.45,"6,609.75"
Germany,DEU,Europe and Central Asia,1977,1.4,"7,653.88"
Germany,DEU,Europe and Central Asia,1978,1.38,"9,446.17"
Germany,DEU,Europe and Central Asia,1979,1.38,"11,238.34"
Germany,DEU,Europe and Central Asia,1980,1.44,"12,092.38"
Germany,DEU,Europe and Central Asia,1981,1.43,"10,170.45"
Germany,DEU,Europe and Central Asia,1982,1.41,"9,876.23"
Germany,DEU,Europe and Central Asia,1983,1.33,"9,827.02"
Germany,DEU,Europe and Central Asia,1984,1.29,"9,277.93"
Germany,DEU,Europe and Central Asia,1985,1.37,"9,393.89"
Germany,DEU,Europe and Central Asia,1986,1.43,"13,410.90"
Germany,DEU,Europe and Central Asia,1987,1.43,"16,614.41"
Germany,DEU,Europe and Central Asia,1988,1.46,"17,863.44"
Germany,DEU,Europe and Central Asia,1989,1.42,"17,697.16"
Germany,DEU,Europe and Central Asia,1990,1.45,"22,219.57"
Germany,DEU,Europe and Central Asia,1991,1.33,"23,269.38"
Germany,DEU,Europe and Central Asia,1992,1.29,"26,333.54"
Germany,DEU,Europe and Central Asia,1993,1.28,"25,488.52"
Germany,DEU,Europe and Central Asia,1994,1.24,"27,087.56"
Germany,DEU,Europe and Central Asia,1995,1.25,"31,729.70"
Germany,DEU,Europe and Central Asia,1996,1.3,"30,564.25"
Germany,DEU,Europe and Central Asia,1997,1.35,"27,045.72"
Germany,DEU,Europe and Central Asia,1998,1.36,"27,340.67"
Germany,DEU,Europe and Central Asia,1999,1.36,"26,795.99"
Germany,DEU,Europe and Central Asia,2000,1.38,"23,718.75"
Germany,DEU,Europe and Central Asia,2001,1.35,"23,687.32"
Germany,DEU,Europe and Central Asia,2002,1.34,"25,205.16"
Germany,DEU,Europe and Central Asia,2003,1.34,"30,359.95"
Germany,DEU,Europe and Central Asia,2004,1.36,"34,165.93"
Germany,DEU,Europe and Central Asia,2005,1.34,"34,696.62"
Germany,DEU,Europe and Central Asia,2006,1.33,"36,447.87"
Germany,DEU,Europe and Central Asia,2007,1.37,"41,814.82"
Germany,DEU,Europe and Central Asia,2008,1.38,"45,699.20"
Germany,DEU,Europe and Central Asia,2009,1.36,"41,732.71"
Germany,DEU,Europe and Central Asia,2010,1.39,"41,788.04"
Germany,DEU,Europe and Central Asia,2011,1.39,"46,807.42"
Germany,DEU,Europe and Central Asia,2012,1.41,"44,065.25"
Germany,DEU,Europe and Central Asia,2013,1.42,"46,530.91"
Germany,DEU,Europe and Central Asia,2014,1.47,"47,902.65"
Germany,DEU,Europe and Central Asia,2015,1.5,"41,178.46"
Ghana,GHA,Sub-Saharan Africa,1960,6.749,182.98
Ghana,GHA,Sub-Saharan Africa,1961,6.789,189.71
Ghana,GHA,Sub-Saharan Africa,1962,6.827,195.12
Ghana,GHA,Sub-Saharan Africa,1963,6.862,210.97
Ghana,GHA,Sub-Saharan Africa,1964,6.893,230.43
Ghana,GHA,Sub-Saharan Africa,1965,6.918,266.32
Ghana,GHA,Sub-Saharan Africa,1966,6.937,269.46
Ghana,GHA,Sub-Saharan Africa,1967,6.95,216.84
Ghana,GHA,Sub-Saharan Africa,1968,6.957,202.76
Ghana,GHA,Sub-Saharan Africa,1969,6.957,233.65
Ghana,GHA,Sub-Saharan Africa,1970,6.95,257.65
Ghana,GHA,Sub-Saharan Africa,1971,6.936,273.82
Ghana,GHA,Sub-Saharan Africa,1972,6.915,232.54
Ghana,GHA,Sub-Saharan Africa,1973,6.888,263.69
Ghana,GHA,Sub-Saharan Africa,1974,6.855,301.37
Ghana,GHA,Sub-Saharan Africa,1975,6.815,285.83
Ghana,GHA,Sub-Saharan Africa,1976,6.771,275.88
Ghana,GHA,Sub-Saharan Africa,1977,6.721,313
Ghana,GHA,Sub-Saharan Africa,1978,6.665,353.71
Ghana,GHA,Sub-Saharan Africa,1979,6.605,381.04
Ghana,GHA,Sub-Saharan Africa,1980,6.539,411.52
Ghana,GHA,Sub-Saharan Africa,1981,6.468,379.8
Ghana,GHA,Sub-Saharan Africa,1982,6.392,351.32
Ghana,GHA,Sub-Saharan Africa,1983,6.31,341.09
